unique_bird,bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,migratory_class,trophic_guild,behavior,broad_behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat_height,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
495flower,495,5/6/2019,spring,15,6:20,8:20,34.78231,-115.66293,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Flying,Active movement,shrub,vegetation,shrub,shrub,na,no photo,6:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
8fruit,8,8/14/2019,summer,27,17:30,19:30,34.77897,-115.66293,Passeriformes,Tyrannidae,Western Kingbird,,insectivore,Preening,Cleaning,shrub,vegetation,shrub,shrub,50,81-111,19:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
797flower,797,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
798flower,798,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
799flower,799,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:23,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
800flower,800,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:23,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
801flower,801,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:23,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
802flower,802,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:23,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
803flower,803,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
804flower,804,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
805flower,805,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
111flower,111,5/2/2019,spring,4,6:25,8:25,34.78289,-115.66292,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,191,6:27,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
112flower,112,5/2/2019,spring,4,6:25,8:25,34.78289,-115.66292,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:27,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
113flower,113,5/2/2019,spring,4,6:25,8:25,34.78296,-115.6629,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,6:27,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
809flower,809,5/9/2019,spring,24,14:00,16:00,34.78128,-115.66351,Apodiformes,Trochilidae,Unknown Hummingbird,,nectarivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,14:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
580flower,580,5/6/2019,spring,16,8:20,10:20,34.78294,-115.6629,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
581flower,581,5/6/2019,spring,16,8:20,10:20,34.78294,-115.6629,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
812flower,812,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,15:05,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
813flower,813,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,15:09,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
814flower,814,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,15:13,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
815flower,815,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Fringillidae,House Finch,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,15:19,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
582flower,582,5/6/2019,spring,16,8:20,10:20,34.78294,-115.6629,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
817flower,817,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,15:42,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
818flower,818,5/9/2019,spring,24,14:00,16:00,,,Passeriformes,Cardinalidae,Western Tanager,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,15:55,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
819flower,819,5/9/2019,spring,24,14:00,16:00,,,Apodiformes,Apodidae,White.throated Swift,,insectivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,15:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
820flower,820,5/9/2019,spring,24,14:00,16:00,,,Apodiformes,Apodidae,White.throated Swift,,insectivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,15:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
821.2flower,821.2,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:41,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
838flower,838,5/9/2019,spring,23,12:00,14:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:41,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
821flower,821,5/10/2019,spring,25,12:10,14:10,34.78218,-115.66239,Passeriformes,Hirundinidae,Violet.green Swallow,,insectivore,Calling,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,12:15,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
822flower,822,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:19,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
823flower,823,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:19,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
824flower,824,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:33,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
825flower,825,5/10/2019,spring,25,12:10,14:10,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:36,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
583flower,583,5/6/2019,spring,16,8:20,10:20,34.78294,-115.6629,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
827flower,827,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:40,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
828flower,828,5/10/2019,spring,25,12:10,14:10,34.78116,-115.66264,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,17.28,12:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
829flower,829,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:47,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
830flower,830,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,12:47,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
831flower,831,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,12:52,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
584flower,584,5/6/2019,spring,16,8:20,10:20,34.78294,-115.6629,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
833flower,833,5/10/2019,spring,25,12:10,14:10,34.78176,-115.66241,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on ground,Inactive,cactus understory,vegetation,cactus,cactus,na,no photo,13:06,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
834flower,834,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:05,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
835flower,835,5/10/2019,spring,25,12:10,14:10,34.78173,-115.66182,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Foraging,Feeding,cactus canopy,vegetation,cactus,cactus,na,51.69,13:10,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
836flower,836,5/10/2019,spring,25,12:10,14:10,34.78173,-115.66182,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Foraging,Feeding,cactus canopy,vegetation,cactus,cactus,na,51.69,13:10,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
837flower,837,5/10/2019,spring,25,12:10,14:10,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,38.5,13:12,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
839flower,839,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:38,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
840flower,840,5/10/2019,spring,25,12:10,14:10,,,Apodiformes,Trochilidae,Costa's Hummingbird,,nectarivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,13:43,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
841flower,841,5/10/2019,spring,25,12:10,14:10,34.78004,-115.66315,Passeriformes,Tyrannidae,Western Wood.Pewee,,insectivore,Flying,Active movement,cactus canopy,vegetation,cactus,cactus,na,71.163,13:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
842flower,842,5/10/2019,spring,25,12:10,14:10,34.7788,-115.66298,Passeriformes,Tyrannidae,Western Wood.Pewee,,insectivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,13:59,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
843flower,843,5/10/2019,spring,25,12:10,14:10,34.7788,-115.66298,Passeriformes,Tyrannidae,Western Wood.Pewee,,insectivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,13:59,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
844flower,844,5/10/2019,spring,25,12:10,14:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:00,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
845flower,845,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:10,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
846flower,846,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
585flower,585,5/6/2019,spring,16,8:20,10:20,34.78294,-115.6629,Passeriformes,Remezidae,Verdin,,insectivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,10:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
125flower,125,5/2/2019,spring,4,6:25,8:25,34.78262,-115.66289,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Flying,Active movement,shrub,vegetation,shrub,shrub,na,no photo,6:53,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
849flower,849,5/10/2019,spring,26,14:10,16:10,34.77908,-115.66402,Apodiformes,Trochilidae,Unknown Hummingbird,,nectarivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,14:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
850flower,850,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,14:35,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
621flower,621,5/7/2019,spring,18,8:20,10:20,34.78252,-115.66285,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,8:39,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
126flower,126,5/2/2019,spring,4,6:25,8:25,34.78279,-115.66282,Passeriformes,Passerellidae,Green.tailed Towhee,,omnivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,203.214,6:55,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
517flower,517,5/6/2019,spring,15,6:20,8:20,34.78108,-115.6628,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,na,116.126,7:30,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
309fruit,309,8/24/2019,summer,46,7:00,9:00,34.78258,-115.66277,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,100,no photo,7:26,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
179fruit,179,8/19/2019,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
180fruit,180,8/19/2019,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
181fruit,181,8/19/2019,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
858flower,858,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
859flower,859,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,14:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
860flower,860,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,14:55,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
861flower,861,5/10/2019,spring,26,14:10,16:10,34.78104,-115.6635,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on ground,Inactive,gravel,non vegetation,other,land,na,no photo,14:57,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
862flower,862,5/10/2019,spring,26,14:10,16:10,34.7812,-115.66363,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,gravel,non vegetation,other,land,na,227.229,15:01,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
182fruit,182,8/19/2019,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
864flower,864,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,15:29,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
865flower,865,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,15:39,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
866flower,866,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,15:42,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
867flower,867,5/10/2019,spring,26,14:10,16:10,34.78259,-115.66328,Apodiformes,Trochilidae,Unknown Hummingbird,,nectarivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,15:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
868flower,868,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,15:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
869flower,869,5/10/2019,spring,26,14:10,16:10,34.78309,-115.66299,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Walking,Active movement,gravel,non vegetation,other,land,na,no photo,15:58,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
870flower,870,5/10/2019,spring,26,14:10,16:10,,,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,16:01,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
183fruit,183,8/19/2019,summer,37,18:00,20:00,34.78017,-115.66273,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,25,no photo,19:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
872flower,872,5/10/2019,spring,26,14:10,16:10,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,16:08,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
1fruit,1,8/14/2019,summer,27,17:30,19:30,34.78236,-115.66257,Passeriformes,unknown,unknown passerine,,unknown,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,75,40-73,17:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
